index,subject_id,group,block,trial_in_block,trial_coherence,trial_perturb,trial_type,reach_dur,reach_rt,trial_directions,trial_target,aim_target,reach_target,aim_real_angle,reach_real_angle,true_target_angle,coh_cat,perturb_cat,reach_sub_perturb,aim_sub_perturb
2,sub-101,1,2,2,0.0,0.0,0,0.0499971021199598,0.4834968993673101,0,1,-22.372532825279848,-13.036783076529543,67.62746717472015,76.96321692347045,90.0,zero,0.0,-13.036783076529543,-22.372532825279848
3,sub-101,1,2,3,0.0,0.0,0,0.0500070634298026,0.5001593802589923,0,1,-20.17267692115027,-9.304861280775585,69.82732307884973,80.69513871922442,90.0,zero,0.0,-9.304861280775585,-20.17267692115027
4,sub-101,1,2,4,0.0,0.0,0,0.0500149116851389,0.4084284986602142,0,3,-10.503801975894149,-13.901227943569005,19.496198024105848,16.09877205643099,30.0,zero,0.0,-13.901227943569005,-10.503801975894149
5,sub-101,1,2,5,0.0,0.0,0,0.075013160938397,0.5084299475420266,0,2,-13.181864602648597,-1.2644189244933557,46.8181353973514,58.73558107550664,59.99999999999999,zero,0.0,-1.2644189244933557,-13.181864602648597
6,sub-101,1,2,6,0.0,0.0,0,,,0,3,,,,,30.0,zero,0.0,,
7,sub-101,1,2,7,0.0,0.0,0,0.0750351964961737,0.6918672603787854,0,1,-41.06999078192281,-17.80031892890284,48.93000921807719,72.19968107109716,90.0,zero,0.0,-17.80031892890284,-41.06999078192281
8,sub-101,1,2,8,0.0,0.0,0,0.1167164528742432,0.4584684644360095,0,2,-31.105400309104795,-11.609680161906129,28.8945996908952,48.390319838093866,59.99999999999999,zero,0.0,-11.609680161906129,-31.105400309104795
9,sub-101,1,2,9,0.0,0.0,0,0.1167291308520361,0.5168333316687495,0,1,-43.1818646026486,-10.623982278010388,46.8181353973514,79.37601772198961,90.0,zero,0.0,-10.623982278010388,-43.1818646026486
10,sub-101,1,2,10,0.0,0.0,0,0.0416809546295553,0.4667957806959748,0,3,-18.53791469764667,-12.734082856327724,11.462085302353326,17.265917143672272,30.0,zero,0.0,-12.734082856327724,-18.53791469764667
11,sub-101,1,2,11,0.0,0.0,0,0.0916762456763535,0.5335253945086151,0,1,-49.721878889885815,-10.243662543197871,40.278121110114185,79.75633745680213,90.0,zero,0.0,-10.243662543197871,-49.721878889885815
12,sub-101,1,2,12,0.0,0.0,0,0.0500155154149979,0.3500470292055979,0,3,-19.26342205066144,-12.734082856327724,10.736577949338557,17.265917143672272,30.0,zero,0.0,-12.734082856327724,-19.26342205066144
13,sub-101,1,2,13,0.0,0.0,0,0.0750376112991944,0.40843664878048,0,2,-46.66600504105911,-16.11876964404253,13.333994958940886,43.88123035595746,59.99999999999999,zero,0.0,-16.11876964404253,-46.66600504105911
14,sub-101,1,2,14,0.0,0.0,0,0.0750219147885218,0.4334445573622361,0,2,-62.901886004538206,-35.8684258785493,-2.9018860045382096,24.131574121450694,59.99999999999999,zero,0.0,-35.8684258785493,-62.901886004538206
15,sub-101,1,2,15,0.0,0.0,0,0.0666870520217344,0.4084402710432187,0,2,-13.181864602648597,-3.875689789252739,46.8181353973514,56.12431021074725,59.99999999999999,zero,0.0,-3.875689789252739,-13.181864602648597
16,sub-101,1,2,16,0.0,0.0,0,,,0,3,,,,,30.0,zero,0.0,,
17,sub-101,1,2,17,0.0,0.0,0,0.041619979427196,0.4918788517825305,0,3,-23.649648546444084,-19.02551323361268,6.350351453555914,10.974486766387315,30.0,zero,0.0,-19.02551323361268,-23.649648546444084
18,sub-101,1,2,18,0.0,0.0,0,0.0584025994176045,0.3501013633795082,0,3,-17.70886610266959,-3.5565665655972225,12.291133897330406,26.44343343440277,30.0,zero,0.0,-3.5565665655972225,-17.70886610266959
19,sub-101,1,2,19,0.0,0.0,0,0.0917000921908766,0.566799946478568,0,1,-77.70886610266959,-3.902114997484773,12.291133897330406,86.09788500251523,90.0,zero,0.0,-3.902114997484773,-77.70886610266959
20,sub-101,1,2,20,0.0,0.0,0,0.0666580738034099,0.4501776726683602,0,1,-34.94718498448597,-18.96696919613632,55.05281501551403,71.03303080386368,90.0,zero,0.0,-18.96696919613632,-34.94718498448597
21,sub-101,1,2,21,0.0,0.0,0,0.0833640220807865,0.4918263286817819,0,2,-40.42843730734306,-21.70743581536544,19.571562692656933,38.29256418463456,59.99999999999999,zero,0.0,-21.70743581536544,-40.42843730734306
22,sub-101,1,2,22,0.0,0.0,0,inf,0.4584760108264163,0,2,-48.53791469764667,-67.88414235543212,11.462085302353326,-7.884142355432126,59.99999999999999,zero,0.0,-67.88414235543212,-48.53791469764667
23,sub-101,1,2,23,0.0,0.0,0,0.0833818315295502,0.3667505626799539,0,2,-31.105400309104795,-12.486565353987912,28.8945996908952,47.51343464601208,59.99999999999999,zero,0.0,-12.486565353987912,-31.105400309104795
24,sub-101,1,2,24,0.0,0.0,0,0.0250027771107852,0.6001294360030442,0,1,-24.18144315161324,-10.623982278010388,65.81855684838676,79.37601772198961,90.0,zero,0.0,-10.623982278010388,-24.18144315161324
25,sub-101,1,2,25,0.0,0.0,0,0.0416803508996963,0.5251624591182917,0,1,2.1429537503197054,4.695920711022879,92.1429537503197,94.69592071102288,90.0,zero,0.0,4.695920711022879,2.1429537503197054
26,sub-101,1,2,26,0.0,0.0,0,0.0416631449479609,0.4334436518838629,0,1,-12.952233920300046,-8.725278287270768,77.04776607969995,81.27472171272923,90.0,zero,0.0,-8.725278287270768,-12.952233920300046
27,sub-101,1,2,27,0.0,0.0,0,0.0666595831280574,0.4168173937359825,0,2,-27.937573693002065,-18.64603904235151,32.06242630699793,41.35396095764848,59.99999999999999,zero,0.0,-18.64603904235151,-27.937573693002065
28,sub-101,1,2,28,0.0,0.0,0,0.0416812563780695,0.6001629421953112,0,1,-25.54771417704052,-11.03326838121862,64.45228582295948,78.96673161878138,90.0,zero,0.0,-11.03326838121862,-25.54771417704052
29,sub-101,1,2,29,0.0,0.0,0,,,0,1,,,,,90.0,zero,0.0,,
30,sub-101,1,2,30,0.0,0.0,0,0.0416894064983353,0.5584988915361464,0,1,-8.07065089585818,-4.055649461199224,81.92934910414182,85.94435053880078,90.0,zero,0.0,-4.055649461199224,-8.07065089585818
31,sub-101,1,2,31,0.0,0.0,0,0.0583582264371216,0.5335099999792874,0,2,-26.202036830016034,-16.41533780808585,33.79796316998396,43.58466219191414,59.99999999999999,zero,0.0,-16.41533780808585,-26.202036830016034
32,sub-101,1,2,32,0.0,0.0,0,0.0750300649087876,0.5501851588487625,0,3,-32.901886004538206,-17.10364077248243,-2.9018860045382096,12.89635922751757,30.0,zero,0.0,-17.10364077248243,-32.901886004538206
33,sub-101,1,2,33,0.0,0.0,0,0.0500306081958115,0.4584639365784824,0,3,-30.0,-14.309561722297934,-0.0,15.690438277702064,30.0,zero,0.0,-14.309561722297934,-30.0
34,sub-101,1,2,34,0.0,0.0,0,0.0583636598894372,0.4084617028711363,0,3,-25.65181207427684,-10.516341314137446,4.348187925723156,19.48365868586255,30.0,zero,0.0,-10.516341314137446,-25.65181207427684
35,sub-101,1,2,35,0.0,0.0,0,0.0666779963066801,0.4001072194660082,0,1,-24.18144315161324,-17.164759725391278,65.81855684838676,72.83524027460872,90.0,zero,0.0,-17.164759725391278,-24.18144315161324
36,sub-101,1,2,36,0.0,0.0,0,0.0750231222482398,0.441796324099414,0,3,-3.885230591531716,16.209218976451883,26.11476940846828,46.20921897645188,30.0,zero,0.0,16.209218976451883,-3.885230591531716
37,sub-101,1,2,37,0.0,0.0,0,0.0667075782548636,0.4250840368913486,0,1,-24.18144315161324,-11.03326838121862,65.81855684838676,78.96673161878138,90.0,zero,0.0,-11.03326838121862,-24.18144315161324
38,sub-101,1,2,38,0.0,0.0,0,0.0583057033363729,0.391763602849096,0,1,-10.597250363563134,-4.873412337108661,79.40274963643687,85.12658766289134,90.0,zero,0.0,-4.873412337108661,-10.597250363563134
39,sub-101,1,2,39,0.0,0.0,0,0.0500004226341843,0.400124425184913,0,3,-22.777574664666325,-11.010929759413326,7.2224253353336705,18.98907024058667,30.0,zero,0.0,-11.010929759413326,-22.777574664666325
40,sub-101,1,2,40,0.0,0.0,0,0.0333065486047416,0.6252248830860481,0,3,-30.0,-13.901227943569005,-0.0,16.09877205643099,30.0,zero,0.0,-13.901227943569005,-30.0
41,sub-101,1,2,41,0.0,0.0,0,0.0667078801197931,0.4167633614270016,0,3,-22.777574664666325,-5.815190011296551,7.2224253353336705,24.18480998870345,30.0,zero,0.0,-5.815190011296551,-22.777574664666325
42,sub-101,1,2,42,0.0,0.0,0,0.0583672820357605,0.4834540357114747,0,2,-21.438198294965872,-14.81196828556468,38.56180170503412,45.18803171443531,59.99999999999999,zero,0.0,-14.81196828556468,-21.438198294965872
43,sub-101,1,2,43,0.0,0.0,0,0.0500127987470477,0.5084936392959207,0,2,-11.069990781922805,-1.654667010227854,48.93000921807719,58.34533298977214,59.99999999999999,zero,0.0,-1.654667010227854,-11.069990781922805
44,sub-101,1,2,44,0.0,0.0,0,0.0500031393021345,0.5001657193060964,0,2,-19.721878889885808,-7.60382342489428,40.278121110114185,52.39617657510571,59.99999999999999,zero,0.0,-7.60382342489428,-19.721878889885808
45,sub-101,1,2,45,0.0,0.0,0,0.0750533078098669,0.4417643273482099,0,2,-16.85839978860134,-5.837559913861774,43.141600211398654,54.16244008613822,59.99999999999999,zero,0.0,-5.837559913861774,-16.85839978860134
46,sub-101,1,2,46,0.0,0.0,0,0.0666529423324391,0.5085026948945597,0,1,0.0,1.8819084418189505,90.0,91.88190844181896,90.0,zero,0.0,1.8819084418189505,0.0
47,sub-101,1,2,47,0.0,0.0,0,0.0916934513952583,0.4501139810308814,0,3,-12.874808831078385,-1.7813722116582404,17.125191168921614,28.21862778834176,30.0,zero,0.0,-1.7813722116582404,-12.874808831078385
48,sub-101,1,2,48,0.0,0.0,0,0.0916783584980294,0.3834190807538107,0,2,-35.4767057381338,-14.81196828556468,24.523294261866187,45.18803171443531,59.99999999999999,zero,0.0,-14.81196828556468,-35.4767057381338
49,sub-101,1,2,49,0.0,0.0,0,0.083344099461101,0.4584563901880756,0,2,-24.807969854183117,-11.609680161906129,35.19203014581688,48.390319838093866,59.99999999999999,zero,0.0,-11.609680161906129,-24.807969854183117
50,sub-101,1,2,50,0.0,0.0,0,0.0917009977856651,0.5585363218560815,0,2,-21.438198294965872,-6.147209954356313,38.56180170503412,53.85279004564368,59.99999999999999,zero,0.0,-6.147209954356313,-21.438198294965872
51,sub-101,1,2,51,0.0,0.0,0,0.0416854823706671,0.4667586524737999,0,3,-26.179781312530874,-17.990426970806162,3.820218687469121,12.009573029193836,30.0,zero,0.0,-17.990426970806162,-26.179781312530874
52,sub-101,1,2,52,0.0,0.0,0,0.0583796582650393,0.4834748638095334,0,1,-20.515370929717378,-9.329587707840986,69.48462907028262,80.67041229215901,90.0,zero,0.0,-9.329587707840986,-20.515370929717378
53,sub-101,1,2,53,0.0,0.0,0,inf,0.4167787560727447,0,2,-13.181864602648597,-77.64831804735846,46.8181353973514,-17.64831804735847,59.99999999999999,zero,0.0,-77.64831804735846,-13.181864602648597
54,sub-101,1,2,54,0.0,0.0,0,0.0750092368107289,0.41673830721993,0,3,-10.503801975894149,-1.7813722116582404,19.496198024105848,28.21862778834176,30.0,zero,0.0,-1.7813722116582404,-10.503801975894149
55,sub-101,1,2,55,0.0,0.0,0,0.0500309101771563,0.3667466384358704,0,3,-25.65181207427684,-12.382892724618252,4.348187925723156,17.617107275381745,30.0,zero,0.0,-12.382892724618252,-25.65181207427684
0,sub-101,1,3,0,0.2923012172210645,0.5235987755982988,1,,,1,1,,,,,90.0,low,30.0,,
1,sub-101,1,3,1,0.4384518258315968,0.5235987755982988,1,0.058343133656308,0.8083775452105328,1,1,34.809732915878385,23.601274043809795,124.8097329158784,113.6012740438098,90.0,med,30.0,-6.398725956190205,4.809732915878385
2,sub-101,1,3,2,0.5846024344421291,-0.5235987755982988,1,0.0666870520217344,0.4667016015155241,-1,2,4.452285822959489,3.608305914614782,64.45228582295948,63.608305914614775,59.99999999999999,high,-30.0,33.60830591461478,34.45228582295949
3,sub-101,1,3,3,0.5846024344421291,0.5235987755982988,1,0.0333303953520953,0.4501652965554967,1,3,-18.53791469764667,-17.18654832412895,11.462085302353326,12.813451675871043,30.0,high,30.0,-47.18654832412895,-48.53791469764667
4,sub-101,1,3,4,0.4384518258315968,-0.5235987755982988,1,,,-1,3,,,,,30.0,med,-30.0,,
5,sub-101,1,3,5,0.2923012172210645,0.5235987755982988,1,,,1,3,,,,,30.0,low,30.0,,
6,sub-101,1,3,6,0.4384518258315968,0.5235987755982988,1,inf,-inf,1,3,,,-16.935182301835855,-16.935182301835855,30.0,med,30.0,,
7,sub-101,1,3,7,0.4384518258315968,-0.5235987755982988,1,0.1000325401546433,0.5000630880240351,-1,1,-52.41097029954825,-21.46232096667353,37.58902970045175,68.53767903332647,90.0,med,-30.0,8.53767903332647,-22.410970299548246
8,sub-101,1,3,8,0.5846024344421291,-0.5235987755982988,1,0.0333469973411411,0.8002352670300752,-1,3,-19.26342205066144,-18.70063048582852,10.736577949338557,11.29936951417148,30.0,high,-30.0,11.299369514171481,10.73657794933856
9,sub-101,1,3,9,0.4384518258315968,-0.5235987755982988,1,0.0500185339478775,0.41680441389326,-1,3,-34.06716919176631,-31.907323617511423,-4.067169191766317,-1.9073236175114263,30.0,med,-30.0,-1.9073236175114232,-4.067169191766311
10,sub-101,1,3,10,0.2923012172210645,-0.5235987755982988,1,,,-1,1,,,,,90.0,low,-30.0,,
11,sub-101,1,3,11,0.4384518258315968,0.5235987755982988,1,0.0666363401105627,0.4251320320181548,1,2,9.48462907028263,9.857027074791963,69.48462907028262,69.85702707479196,59.99999999999999,med,30.0,-20.142972925208035,-20.51537092971737
12,sub-101,1,3,12,0.0,0.0,1,0.0916671898448839,0.4418376784306019,0,3,-10.503801975894149,-5.815190011296551,19.496198024105848,24.18480998870345,30.0,zero,0.0,-5.815190011296551,-10.503801975894149
13,sub-101,1,3,13,0.4384518258315968,-0.5235987755982988,1,0.0666813168209046,0.6334930355660617,-1,1,-61.1054003091048,-49.88216040145465,28.8945996908952,40.11783959854535,90.0,med,-30.0,-19.882160401454648,-31.1054003091048
14,sub-101,1,3,14,0.5846024344421291,-0.5235987755982988,1,0.0499850278720259,0.3917919773375615,-1,2,-55.65181207427683,-39.87866134163754,4.348187925723156,20.121338658362458,59.99999999999999,high,-30.0,-9.878661341637539,-25.651812074276833
15,sub-101,1,3,15,0.2923012172210645,-0.5235987755982988,1,0.0333174153929576,0.3834217974217608,-1,2,-63.82021868746912,-62.170865352197104,-3.820218687469121,-2.1708653521971097,59.99999999999999,low,-30.0,-32.170865352197104,-33.82021868746912
16,sub-101,1,3,16,0.4384518258315968,0.5235987755982988,1,inf,0.933626576908864,1,2,-24.69815578131582,0.9376235087252028,35.301844218684174,60.9376235087252,59.99999999999999,med,30.0,-29.062376491274797,-54.69815578131582
17,sub-101,1,3,17,0.2923012172210645,-0.5235987755982988,1,0.0750077276024967,0.5668600157368928,-1,1,-82.77757466466633,-58.016816593465975,7.2224253353336705,31.983183406534025,90.0,low,-30.0,-28.016816593465975,-52.77757466466633
18,sub-101,1,3,18,0.2923012172210645,-0.5235987755982988,1,0.0500134023604914,0.7085212894016877,-1,3,-30.0,-14.309561722297934,-0.0,15.690438277702064,30.0,low,-30.0,15.690438277702066,0.0
19,sub-101,1,3,19,0.4384518258315968,0.5235987755982988,1,0.0583452465943992,0.4584672570927068,1,3,-19.90345043383164,-13.246768884459208,10.09654956616836,16.75323111554079,30.0,med,30.0,-43.24676888445921,-49.90345043383164
20,sub-101,1,3,20,0.2923012172210645,-0.5235987755982988,1,0.0583482651272788,0.4501293757930398,-1,2,-62.71397797822869,-47.10364077248242,-2.713977978228693,12.89635922751757,59.99999999999999,low,-30.0,-17.10364077248242,-32.71397797822869
21,sub-101,1,3,21,0.4384518258315968,-0.5235987755982988,1,0.0416803508996963,0.375134326168336,-1,3,-33.820218687469115,-32.0305827207661,-3.820218687469121,-2.0305827207661005,30.0,med,-30.0,-2.0305827207660982,-3.820218687469115
22,sub-101,1,3,22,0.2923012172210645,0.5235987755982988,1,,,1,1,,,,,90.0,low,30.0,,
23,sub-101,1,3,23,0.2923012172210645,-0.5235987755982988,1,0.0583564152475446,0.5834968390408903,-1,2,-33.119177785113585,-31.48334779659982,26.880822214886408,28.516652203400174,59.99999999999999,low,-30.0,-1.4833477965998192,-3.1191777851135853
24,sub-101,1,3,24,0.0,0.0,1,0.0666921836091205,0.4167968673864379,0,3,-32.71397797822869,-17.4828240695337,-2.713977978228693,12.5171759304663,30.0,zero,0.0,-17.4828240695337,-32.71397797822869
25,sub-101,1,3,25,0.0,0.0,1,0.1166844561230391,0.6502128692809492,0,3,-34.06716919176631,-2.292692304328192,-4.067169191766317,27.707307695671805,30.0,zero,0.0,-2.292692304328192,-34.06716919176631
26,sub-101,1,3,26,0.0,0.0,1,0.0667012393241748,0.4001189918490127,0,2,-59.99999999999999,-38.69385854203664,-0.0,21.30614145796336,59.99999999999999,zero,0.0,-38.69385854203664,-59.99999999999999
27,sub-101,1,3,27,0.2923012172210645,0.5235987755982988,1,0.0667000318644568,0.4084559675538912,1,2,-16.85839978860134,9.282355164001793,43.141600211398654,69.28235516400179,59.99999999999999,low,30.0,-20.717644835998207,-46.85839978860134
28,sub-101,1,3,28,0.4384518258315968,0.5235987755982988,1,0.06669248547405,0.4501580520300194,1,3,34.45228582295948,41.75007639589949,64.45228582295948,71.75007639589948,30.0,med,30.0,11.750076395899491,4.452285822959482
29,sub-101,1,3,29,0.5846024344421291,-0.5235987755982988,1,0.0833416847744956,0.3834628498880192,-1,1,-77.70886610266959,-64.35182675198477,12.291133897330406,25.648173248015222,90.0,high,-30.0,-34.351826751984774,-47.70886610266959
30,sub-101,1,3,30,0.4384518258315968,0.5235987755982988,1,0.0500140060903504,0.5668394896201789,1,1,-9.273595983873308,10.317604641008757,80.7264040161267,100.31760464100876,90.0,med,30.0,-19.682395358991243,-39.27359598387331
31,sub-101,1,3,31,0.2923012172210645,-0.5235987755982988,1,0.0333394509507343,0.3501246063970029,-1,3,-33.820218687469115,-31.967024880867992,-3.820218687469121,-1.9670248808679944,30.0,low,-30.0,-1.9670248808679922,-3.820218687469115
32,sub-101,1,3,32,0.4384518258315968,-0.5235987755982988,1,,,-1,2,,,,,59.99999999999999,med,-30.0,,
33,sub-101,1,3,33,0.4384518258315968,-0.5235987755982988,1,0.0666955040069297,0.5584946656599641,-1,1,-56.615892436953786,-50.60636281473972,33.384107563046214,39.39363718526028,90.0,med,-30.0,-20.606362814739718,-26.615892436953786
34,sub-101,1,3,34,0.5846024344421291,-0.5235987755982988,1,0.0417090272530913,0.3417547282297164,-1,3,-32.71397797822869,-26.38496342211093,-2.713977978228693,3.615036577889065,30.0,high,-30.0,3.6150365778890716,-2.713977978228691
35,sub-101,1,3,35,0.0,0.0,1,,,0,1,,,,,90.0,zero,0.0,,
36,sub-101,1,3,36,0.5846024344421291,0.5235987755982988,1,0.116753883077763,0.4834377354709431,1,3,-16.66600504105911,13.584662191914145,13.333994958940886,43.58466219191414,30.0,high,30.0,-16.415337808085855,-46.66600504105911
37,sub-101,1,3,37,0.0,0.0,1,0.0500266840681433,0.8002373800845817,0,1,2.337560612340809,7.565663288084721,92.3375606123408,97.56566328808472,90.0,zero,0.0,7.565663288084721,2.337560612340809
38,sub-101,1,3,38,0.2923012172210645,-0.5235987755982988,1,0.1000319364247843,0.4584754070965573,-1,1,-70.50380197589415,-47.36640174121317,19.496198024105848,42.633598258786826,90.0,low,-30.0,-17.366401741213167,-40.50380197589415
39,sub-101,1,3,39,0.5846024344421291,-0.5235987755982988,1,0.0833404773147776,0.500177189707756,-1,1,-54.80796985418312,-37.60382342489429,35.19203014581688,52.39617657510571,90.0,high,-30.0,-7.603823424894287,-24.80796985418312
40,sub-101,1,3,40,0.2923012172210645,0.5235987755982988,1,,,1,3,,,,,30.0,low,30.0,,
41,sub-101,1,3,41,0.5846024344421291,0.5235987755982988,1,0.058368791360408,0.6085249719908461,1,1,-22.205665865334325,-2.0851978869596053,67.79433413466568,87.9148021130404,90.0,high,30.0,-32.085197886959605,-52.205665865334325
42,sub-101,1,3,42,0.5846024344421291,-0.5235987755982988,1,0.0416885010199621,0.4334388220449909,-1,3,-30.0,-23.85110625702287,-0.0,6.148893742977128,30.0,high,-30.0,6.14889374297713,0.0
43,sub-101,1,3,43,0.5846024344421291,0.5235987755982988,1,0.0416782378451898,0.666892254143022,1,1,2.337560612340809,19.82461722049574,92.3375606123408,109.82461722049574,90.0,high,30.0,-10.175382779504261,-27.66243938765919
44,sub-101,1,3,44,0.0,0.0,1,0.0750083312159404,0.3584425651933998,0,2,-41.76344949202508,-33.954830438824594,18.23655050797491,26.0451695611754,59.99999999999999,zero,0.0,-33.954830438824594,-41.76344949202508
45,sub-101,1,3,45,0.0,0.0,1,inf,0.4668262682389468,0,2,-53.24149765451837,0.3202809442901397,6.758502345481622,60.32028094429013,59.99999999999999,zero,0.0,0.3202809442901397,-53.24149765451837
46,sub-101,1,3,46,0.4384518258315968,-0.5235987755982988,1,0.0500109875574708,0.3834468515124172,-1,2,-42.87480883107838,-38.609496873876296,17.125191168921614,21.390503126123694,59.99999999999999,med,-30.0,-8.609496873876296,-12.874808831078383
47,sub-101,1,3,47,0.5846024344421291,0.5235987755982988,1,0.0583754322724416,0.4667643876746297,1,2,5.78371852797877,19.37601772198962,65.78371852797876,79.37601772198961,59.99999999999999,high,30.0,-10.62398227801038,-24.21628147202123
48,sub-101,1,3,48,0.5846024344421291,0.5235987755982988,1,,,1,3,,,,,30.0,high,30.0,,
49,sub-101,1,3,49,0.5846024344421291,-0.5235987755982988,1,0.0667009374592453,0.6834798746276647,-1,2,4.452285822959489,-4.637380280520844,64.45228582295948,55.36261971947915,59.99999999999999,high,-30.0,25.362619719479156,34.45228582295949
50,sub-101,1,3,50,0.2923012172210645,0.5235987755982988,1,0.0833570793038234,0.3417405410436913,1,2,7.794334134665682,2.563022499422821,67.79433413466568,62.563022499422814,59.99999999999999,low,30.0,-27.43697750057718,-22.205665865334318
51,sub-101,1,3,51,0.5846024344421291,0.5235987755982988,1,0.0583624524297192,0.6251391558907926,1,2,-8.206332645393672,18.966731618781388,51.79366735460632,78.96673161878138,59.99999999999999,high,30.0,-11.033268381218612,-38.20633264539367
52,sub-101,1,3,52,0.4384518258315968,0.5235987755982988,1,0.0250045883003622,0.4335420570569113,1,1,15.947047320201564,25.91350923513373,105.94704732020156,115.91350923513372,90.0,med,30.0,-4.086490764866269,-14.052952679798436
53,sub-101,1,3,53,0.5846024344421291,0.5235987755982988,1,0.0416770303854718,0.4584790293592959,1,2,15.32207458887688,23.439769496746383,75.32207458887687,83.43976949674638,59.99999999999999,high,30.0,-6.560230503253617,-14.67792541112312
54,sub-101,1,3,54,0.2923012172210645,0.5235987755982988,1,0.0249695727834478,0.6252324295928702,1,2,18.068485985141955,22.23163588496734,78.06848598514195,82.23163588496733,59.99999999999999,low,30.0,-7.768364115032661,-11.931514014858045
55,sub-101,1,3,55,0.2923012172210645,0.5235987755982988,1,0.0333439788082614,0.5084773390553892,1,1,59.29499977073468,58.43366693842916,149.29499977073468,148.43366693842916,90.0,low,30.0,28.433666938429162,29.294999770734677
0,sub-101,1,4,0,0.5846024344421291,0.5235987755982988,1,0.0750104441540315,0.6416238433448598,1,3,35.81855684838676,26.124310210747257,65.81855684838676,56.12431021074725,30.0,high,30.0,-3.8756897892527427,5.818556848386763
1,sub-101,1,4,1,0.4384518258315968,-0.5235987755982988,1,0.1500622428720817,0.4583585886284709,-1,1,-69.18414147961647,-41.12561225227034,20.815858520383525,48.87438774772966,90.0,med,-30.0,-11.125612252270336,-39.18414147961647
2,sub-101,1,4,2,0.0,0.0,1,inf,0.4168261475861072,0,2,-32.890419422163646,-82.21223202520008,27.109580577836347,-22.21223202520009,59.99999999999999,zero,0.0,-82.21223202520008,-32.890419422163646
3,sub-101,1,4,3,0.4384518258315968,0.5235987755982988,1,inf,-inf,1,2,,,-68.64495514068695,-68.64495514068695,59.99999999999999,med,30.0,,
4,sub-101,1,4,4,0.2923012172210645,-0.5235987755982988,1,0.0667410844471305,0.4417981351725757,-1,1,-56.20203683001604,-54.28209303228203,33.79796316998396,35.71790696771797,90.0,low,-30.0,-24.282093032282027,-26.20203683001604
5,sub-101,1,4,5,0.2923012172210645,0.5235987755982988,1,0.0416755210608243,0.5668313394999132,1,3,-30.0,-13.42421532289081,-0.0,16.575784677109187,30.0,low,30.0,-43.42421532289081,-60.0
6,sub-101,1,4,6,0.0,0.0,1,inf,0.3584280761424452,0,2,-14.108214508038516,7.017493759459434,45.89178549196148,67.01749375945943,59.99999999999999,zero,0.0,7.017493759459434,-14.108214508038516
